placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Capt.Faisal,25366586,1,5,5,"I was on a boat with Captain Faisal, I must say it was a wonderful experience. Young expert, available, sea lover. It takes you wherever you want, to discover the Saudi seabed and coral reefs of the Red Sea, the most beautiful spots, the liveliest corners. Equipped, professional. Snorkeling, diving, fishing, you can ask him everything. I highly recommend him and I will definitely go back to him. Great experience and great captain

Sono stata in barca con il capitano Faisal, devo dire che è stata una bellissima esperienza. Giovane esperto, disponibile, amante del mare. Ti porta dove vuoi, a scoprire i fondali e le barriere coralline saudite del Mar Rosso, gli spot più belli, gli angoli più vivi. Attrezzato, professionale. Snorkeling, sub, pesca, è possibile chiedergli tutto. Lo consiglio vivamente e sifuro tornerrò con lui. Grande esperienza e grande capitano
Cercatelo su you tube, instagram, facebook
00 (+) 966.54.991.3661",it,"King khalid road Alahlam marina, Yanbu 51000 Saudi Arabia",38.08609077,24.08326725,https://www.tripadvisor.com/Attraction_Review-g298554-d25366586-Reviews-Capt_Faisal-Yanbu_Al_Madinah_Province.html,https://www.tiktok.com/@b7rojlb?_t=8aTuYT6MSX3&_r=1,51000,Boat Tours,"Boat tour to Albaridi island in yanbu.
snorkeling and swimming tours.
Fishing trips. With new boats 2022 with toilet and fresh water . We provide the best service. "
Boulevard,17398994,1,3,3,"This is a beautiful open mall concept with a few restaurants and several designer stores, including Gucci. The place is impeccable. However, there is very few people buying at the stores. There is a nice Middle Eastern restaurant in the premises. that is very upscale with mixed reviews.",en,"King AbdulAziz Road, Jeddah 21432 Saudi Arabia",39.125584,21.569605,https://www.tripadvisor.com/Attraction_Review-g295419-d17398994-Reviews-Boulevard-Jeddah_Makkah_Province.html,http://boulevard.com.sa,21432,Shopping Malls,Boulevard is Jeddah’s premium luxury destination for those seeking exclusive fashion brands set in an environment refined by nature & exotic by choice.Boulevard caters to its community an elite outdoor shopping experience through an environment surrounded by naturally cooled water fountains and oxygenating exotic landscaping with wide walkways.
Bounce Riyadh,17451402,1,5,5,"Such a great park that suits kids, females and have a lot of activities. Staff are so friendly and helpful! :)",en,"13212 Khurais Branch Road Al Rawdah District, Riyadh Saudi Arabia",46.79474,24.73535,https://www.tripadvisor.com/Attraction_Review-g293995-d17451402-Reviews-Bounce_Riyadh-Riyadh_Riyadh_Province.html,http://www.bounce.sa,,Sports Complexes,"BOUNCE is a world-class trampoline park for everyone to have fun, develop their skills and learn awesome flips & tricks. BOUNCE features wall to wall trampolines, dodgeball courts, slam dunk basketball, a ninja obstacle course, and more. BOUNCE is about inspiring everyone to forget the serious stuff for a while and get immersed in an atmosphere of adventure and fun. UNLEASH YOUR FREE SPIRIT!"
Bounce Jeddah,13087291,60,4.5,1,THEY WERE CLOSED I WENT WITH MY FAMILY AND THEY SAID THEY WERE PERMANENTLY CLOSED THIS IS THE WORST TRIP EVER THEY SHOULD REMOVE THIS FROM TRIP ADVISOR,en,"8672 Al Muhammad Zaydan Rd, Jeddah 23526 Saudi Arabia",39.151794,21.61802,https://www.tripadvisor.com/Attraction_Review-g295419-d13087291-Reviews-Bounce_Jeddah-Jeddah_Makkah_Province.html,http://www.bounce.sa,23526,Game & Entertainment Centers,"BOUNCE is not only the biggest trampoline and entertainment park in Jeddah but also the first one which has a separate females only section. We cater to both males and females and each section includes an amazing free jumping arena, a smashing dodgeball court, adrenaline pumping high performance trampolines, a slam dunk area and lots of other cool things. BOUNCE Jeddah spans 3,500sqm for bouncers to take flight and get airborne"
Almunawara Gift Shop,18379667,3,4.5,5,توجد منتجات قد لا تجدها في مكان آخر فتعيد زيارتك لهم هم في حاجة ماسة للتعريف بالمنتجات المدينية التي تنفرد ببيعها المنورة,ar,"In front of Alharam, Gate 1, Medina 42242 Saudi Arabia",39.61237,24.4656,https://www.tripadvisor.com/Attraction_Review-g298551-d18379667-Reviews-Almunawara_Gift_Shop-Medina_Al_Madinah_Province.html,http://www.almunawara.sa,42242,Cultural Markets,"Buy a wide variety of products made in Madina including dates, handmade gift goods, Medina prayer mats, prayer dress, Umrah Hajj prayer carpets, and ​perfumes."
Almunawara Gift Shop- Alharam,18412445,4,4.5,4,It’s a little expensive but the musk is vey nice. My husband and I bought one called مسك المدينة and its 100/100. Smells divine!,en,"King Fahed street In front of Alharam Gate 1, Medina 42242 Saudi Arabia",39.708477,24.50389,https://www.tripadvisor.com/Attraction_Review-g298551-d18412445-Reviews-Almunawara_Gift_Shop_Alharam-Medina_Al_Madinah_Province.html,http://www.almunawara.sa,42242,Cultural Markets,"Buy from a wide variety of products made in Madina including dates, handmade gift goods, Medina prayer mats, prayer dresses, Umrah Hajj prayer carpets, subhas and perfumes"
CamelSteps,19934554,3,3,1,"トリップアドバイザー経由、email、whatsAppと、3種で現地旅行会社のCamelStepsに連絡したが、すべて連絡が無かった。
指定されたホテルに指定された時間に待っていたが、迎えは来なかった。
現在返金を要求しているが、現地旅行会社と事前に連絡がつかないはキャンセルするべきだと、勉強になった。",ja,"Alarid,, Riyadh 13337 Saudi Arabia",46.69734941,24.600831,https://www.tripadvisor.com/Attraction_Review-g293995-d19934554-Reviews-CamelSteps-Riyadh_Riyadh_Province.html,https://www.camelsteps.com,13337,Multi-day Tours,"Camel Steps: for Tour Operator Inbound Saudi Arabia and Outbound, Promotions and Discounts. "
Carmel Tours,23621234,1,5,5,"My hosts had arranged the Jeddah Old City guided tour for me with Carmel. The walking tour lasted two hours under the expert guidance of the very competent Hoda. Not only did she know the history of the old town very well, she also seemed to know everyone in the neighborhood. We were also joined by an apprentice tour guide Mohammed who is again knowledgeable. The tour included a stop in a renovated house for Saudi Arabian coffee. The tour was followed by dinner at the Al Nakheel restaurant which was some distance away. It turns out that there was a miscommunication with our driver and he wasn't waiting to transport us. Muhammad and Hoda coordinated with him to return to pick us up, and took us to a tea shop while we waited.

The dinner was preordered by the tour manager Hamza and it was excellent.

Overall it was a very enjoyable afternoon and evening.",en,"Abi Haitham AlAnsari, Al Mohammadiyyah, Jeddah Saudi Arabia",39.14169,21.643562,https://www.tripadvisor.com/Attraction_Review-g295419-d23621234-Reviews-Carmel_Tours-Jeddah_Makkah_Province.html,http://carmeltours.org,,Sightseeing Tours,"Carmel, it's all about the extra mile, Immerse yourself in a true desert camp experience From Sand Dune Bashing to a sunset hike to a mesmerizing dinner under the stars... Reach out to us now, and savour a new memory"
Keva Lounge,23684900,1,5,5,"Bel endroit pour passer une soirée. Belle décoration. Personnel affable et bien formé, Présence du patron discrète et efficace.  Carte du restaurant inhabituelle par sa qualité, son originalité et la diversité des propositions. Un peu cher mais l'ensemble le mérite

",fr,"Baljurshi Palace, Baljurashi Saudi Arabia",41.573452,19.86013,https://www.tripadvisor.com/Attraction_Review-g6372036-d23684900-Reviews-Keva_Lounge-Baljurashi_Baha_Province.html,,,Karaoke Bars,Coffee shop
Sadeen Commercial Center,25415945,6,5,5,"a delightful evening at Core Cafe in Sadeen Center. The cozy atmosphere, aromatic coffee, and mouthwatering pastries make it a go-to spot for coffee lovers",en,"King Fahd Branch Road Al Bustan, Al Khobar 34422 Saudi Arabia",50.206837,26.324657,https://www.tripadvisor.com/Attraction_Review-g298545-d25415945-Reviews-Sadeen_Commercial_Center-Al_Khobar_Eastern_Province.html,,34422,Shopping Malls,"Commercial center for families and youth consisting of 3 buildings with available spaces for dining, leisure, entertainment and luxury shopping"
Ferial,26519974,23,5,5,"Ferial is AMAZING! 
I did the cooking and the historical tour and I had the chance to experience the traditional way of eating in SA, which is eating on the floor around one big plate! Ferial and her family are so welcoming and fun and I had such a nice time with them! 

About the historical tour, Ferial is so knowledgeable and I got to see El Balad and it’s one of the most beautiful and calming places! I didn’t want to leave! The tour itself is beyond expectations and I also got to try little traditional snacks during the tour! 
I literally couldn’t have asked for more! I recommend this tour & the cooking to anyone visiting Jeddah. Thanks Ferial ❤️",en,"Alwaha, Jeddah 52004 Saudi Arabia",39.24449655,21.55297305,https://www.tripadvisor.com/Attraction_Review-g295419-d26519974-Reviews-Ferial-Jeddah_Makkah_Province.html,,52004,Historical Tours,"Dedicated women tour guide who loves to share real Saudi experience for the visitors. Also, offering hiking in the desert."
Desert Sea Divers,2173575,97,4.5,1,صارلي ٣ ايام احاول اتواصل معهم ولا احد يرد ومواقعهم بالسوشال ميديا كلها بالانجليزي وحتى لو كلمتها بالانجليزي محد يرد الواحد يترجاك على شان ثحجز,ar,Jeddah Saudi Arabia,39.10703,21.730957,https://www.tripadvisor.com/Attraction_Review-g295419-d2173575-Reviews-Desert_Sea_Divers-Jeddah_Makkah_Province.html,http://www.desertseadivers.com,,Scuba & Snorkelling,"Desert Sea Divers' vision is to be the best option in recreational scuba diving, free diving, snorkeling and boat trips. Our Mission Desert Sea Divers mission is to share the passion for the underwater world through snorkeling, diving and boat trips with the highest possible world-class standard of training, safety, and customer service for an enjoyable experience.­"
EDGE OF THE WORLD,23455224,5,5,5,"I’ve recommended this website to friends and family, and I would suggest it to anyone looking for a reliable",en,"King kaleed, Riyadh 00966 Saudi Arabia",46.18943208,25.00836278,https://www.tripadvisor.com/Attraction_Review-g293995-d23455224-Reviews-EDGE_OF_THE_WORLD-Riyadh_Riyadh_Province.html,http://www.riyadhtracks.com,966,Multi-day Tours,"did we meet before?

 Write a brief description of the company
 Introduce your company in a few sentences about your history and experiences

 A tour operator licensed by the Ministry of Tourism, a tour guide approved by the Ministry of Tourism, a Heinek guide, and experience at the edge of the world"
Diriyah,318900,341,4,1,"It is not open and is like a building site, even though it says it is open on the website. Took half hour taxi ride there to find we were not allowed anywhere and lots of unhelpful staff!",en,Diryah Saudi Arabia,45.347317,25.902386,https://www.tripadvisor.com/Attraction_Review-g1889404-d318900-Reviews-Diriyah-Diryah_Riyadh_Province.html,http://www.diriyah.sa/,,Historic Sites,"Discover Diriyah. The City of Earth. Throughout history, Diriyah has been the Kingdom’s capital of culture and creativity, inspiring kings, thinkers, and scholars throughout the centuries. From the Saudi Hafawah to the Ardah dance, culture is brought to life in every experience."
