name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,placeID,website,city,imageUrl,description,text_sentiment,subtype
Wadi Namar,4.0,Bodies of Water,"Al Warad, Riyadh 14961 Saudi Arabia",24.57215,46.68394,https://www.tripadvisor.com/Attraction_Review-g293995-d8670865-Reviews-Wadi_Namar-Riyadh_Riyadh_Province.html,5.0,"A wadi is a desrt river bed that seaosonally is dry or full. Well built and simple Wadi. A quick stop in between seeing other sites. 
",102,en,8670865,,,,,positive,Nature & Parks
Mount Arafat,5.0,Mountains,Mecca Saudi Arabia,21.354595,39.9841,https://www.tripadvisor.com/Attraction_Review-g293993-d11768099-Reviews-Mount_Arafat-Mecca_Makkah_Province.html,5.0,"Great place for a Muslim, you will feel the difference of Duniya and Akherat when you reach at the place. As a Muslim you should visit this place and feel the reality of Akherat",100,en,11768099,http://www.mzahidtravel.com,,,,positive,Nature & Parks
Dar Al Madinah Museum,4.5,History Museums,"Safwan Ibn Malik Al Tamimi, Medina 42362 Saudi Arabia",24.47716,39.68786,https://www.tripadvisor.com/Attraction_Review-g298551-d7189219-Reviews-Dar_Al_Madinah_Museum-Medina_Al_Madinah_Province.html,5.0,"On our recent visit to Madinah we decided to take a trip to the museum. It i ocated at about a 20 min drive from the masjid so not convenient to get to.  Uber is pretty unreliable in this part of the world so decided to take a regular taxi which cost 100 SAR for the return journey. First sight on entering the main gate was of a run down alleyway with many broken and old pieces of junk which I am sure were of no value or history. Ticket cost is 25 SAR per adult which is good value for what’s offered. We were given shoe covers to keep the inside of the museum clean and tidy and were assigned an English speaking guide. Other language are also available. The guide walked us through the history of Madinah, the wars of Uhud and Khandaq, the evolution of the masjid nabwi and the house of Aisha r.a. - all explained through models of the various buildings which was highly education and enjoyable. The whole museum is located in a single  medium sized air conditioned hall. Despite the distance and the overall cost of the visit I highly recommend it. We left after Zuhr and were back in ample time to join the Asr prayers.",102,en,7189219,https://visitmadinahsa.com/en/Details/18,,,"The first and biggest museum that specialized in the history of Almadinah and its deep heritage. The museum highlights the history of the city of our beloved prophet, peace be upon him, as well as its valuable heritage and great ancient civilization. The museum displays big collection of hand built models that shows you simulation of the actual old landmarks of the city as well as a big collection of rear pieces and rear shoots of the city and its history.",positive,Museums
Qaisariah Souq,4.0,Historical Markets,"King Abdul Aziz Road, Al Hofuf, Al Ahsa 36361 Saudi Arabia",25.37556,49.58892,https://www.tripadvisor.com/Attraction_Review-g3238664-d5989928-Reviews-Qaisariah_Souq-Al_Hofuf_Al_Ahsa_Eastern_Province.html,3.0,"Molto carina la struttura, ma molto piccolo rispetto ad altri souq.
D’estate fa molto caldo e alle 6 non sono ancora aperti tutti i negozi",96,it,5989928,,,,,neutral,Historical Sites & Landmarks
Desert Sea Divers,4.5,Scuba & Snorkelling,Jeddah Saudi Arabia,21.730957,39.10703,https://www.tripadvisor.com/Attraction_Review-g295419-d2173575-Reviews-Desert_Sea_Divers-Jeddah_Makkah_Province.html,1.0,صارلي ٣ ايام احاول اتواصل معهم ولا احد يرد ومواقعهم بالسوشال ميديا كلها بالانجليزي وحتى لو كلمتها بالانجليزي محد يرد الواحد يترجاك على شان ثحجز,97,ar,2173575,http://www.desertseadivers.com,,,"Desert Sea Divers' vision is to be the best option in recreational scuba diving, free diving, snorkeling and boat trips. Our Mission Desert Sea Divers mission is to share the passion for the underwater world through snorkeling, diving and boat trips with the highest possible world-class standard of training, safety, and customer service for an enjoyable experience.Â­",negative,Tours & Adventures
Y Dark Lakes,4.0,Parks,"Al-mina Street, Yanbu Saudi Arabia",24.08165,38.05915,https://www.tripadvisor.com/Attraction_Review-g298554-d3957906-Reviews-Yanbu_Lakes-Yanbu_Al_Madinah_Province.html,3.0,"Dear All,
Sea Diver Contracting is a Underwater Marine Maintenance Co. 
The main advantages of our company are optimization in pricing, prompt execution, coordination with client and timely commissioning the project etc. For carrying out, we are having High qualified specialists and divers with good marine experience who are regular and long-term working in a company with advanced diving equipment like Scuba Replacement Packages (SRP), and ultra-modern underwater communication appliances. Our expert divers are certified by IMCA and capable of doing all underwater works.

General construction includes

•	Core lock fixing, Block placing, Jetty construction works, Construction of infrastructure
•	Concrete, steel and similar structures and pipeline installation in zero visibility.
•	concrete placement including preplacement of aggregate concrete, pre-cast concrete
•	Debris cleaning, Intake and Outfall maintenance and ships husbandry etc.…   

If any underwater maintenance work, we have divers and equipment.
Contact: 0508008514, 0532089094",91,en,3957906,,,,,neutral,Nature & Parks
The Seven Mosques,4.5,Religious Sites,"Khalid Ibn Al Walid Rd, Medina 42312 Saudi Arabia",24.477068,39.59574,https://www.tripadvisor.com/Attraction_Review-g298551-d7148007-Reviews-The_Seven_Mosques-Medina_Al_Madinah_Province.html,4.0,"I frequented this site numerous times during my tenure in Saudi Arabia and beyond. Pilgrims are drawn to this place for various reasons: its historical significance, spiritual aura, cultural heritage, landmark status, religious importance, association with Islam, and connection to the Prophet Muhammad (PBUH). This complex comprises seven mosques intricately linked to the Prophet's life and the Battle of Khandaq (the Trench), which was a defensive trench dug by Muslims to protect Medina from the advancing armies of Quraysh and their allies in 5 A.H. The defenders of Medina were stationed in these mosques, each named after the individual stationed there, except for Al-Fath Mosque. Proceeding from north to south, the mosques are Al-Fath Mosque, Salman Al-Farsi Mosque, Abu Bakr As-Siddiq Mosque, Umar bin Khattab Mosque, Ali bin Abi Talib Mosque, Fatimah Az-Zahra Mosque, Saad ibn Mo’az Mosque, and Qiblatain Mosque. Although the Qiblatain Mosque is one kilometer away from the others, it is included because pilgrims visiting the first six mosques typically also visit the Qiblatain Mosque. The largest mosque, Al-Fath, derives its name from the revelation of the Quran's Al-Fath Surah at that location, symbolizing the triumph of Muslims in the battle.",92,en,7148007,,,,,positive,Religious Sites
King Khalid Grand Mosque,4.5,Religious Sites,"4289 Umm Al Hamam Umm Al Hamam Al Gharbi, Riyadh 12326 Saudi Arabia",24.700682,46.65231,https://www.tripadvisor.com/Attraction_Review-g293995-d8434729-Reviews-King_Khalid_Grand_Mosque-Riyadh_Riyadh_Province.html,5.0,"This mosque is discretly elegant, quiet and overall, majestic. It was one of the many mosques I visited while travelling in Riyadh.",87,en,8434729,,,,,positive,Religious Sites
Hayat Mall,4.0,Shopping Malls,"King Abdulaziz Road, Riyadh Saudi Arabia",24.742975,46.680237,https://www.tripadvisor.com/Attraction_Review-g293995-d2646188-Reviews-Hayat_Mall-Riyadh_Riyadh_Province.html,1.0,"Prior to the last six months, I've had good experiences, that is because I rarely went there, but during these last six months when i became a customer. I've had one of the worst experiences I never thought I would see at hayat market, firstly, very bad online customer care, to the point where you would wait for hours to get a response. Dishonest workers, they seem like they hate their job and mislead you into buying wrong products that you didn't ask for. The cashiers, there was one girl when I approached her, she just told me to go another cashier  and ignored me completely, didn't even look at me, very impolite and mean. Just the other day there was this girl who put things I didn't even ask for while scanning the prices of my things, I was angry but I didn't want to cause a scene and paid for it, that is a very dishonest worker, besides that there are wrong price tags in the products. 
Hope that cleared the reason for my rating.",90,en,2646188,http://www.hayat-mall.com/en/moredreamshome.aspx,,,,negative,Shopping
Makkah Gate,4.0,Points of Interest & Landmarks,Jeddah Saudi Arabia,21.485043,39.192863,https://www.tripadvisor.com/Attraction_Review-g295419-d319518-Reviews-Makkah_Gate-Jeddah_Makkah_Province.html,4.0,"Situated 27 km from the Grand Mosque Haram Sharif, it’s a landmark on the Jeddah–Makkah Highway. Also known as Quran Gate, it is an arch gateway monument symbolizing as the entrance to Makkah. It was built in 1979 consisting of the main part of the structure of the Holy Qur'an, sitting on a rehal (book stand). This gate signifies the boundary of the haram area of the city of Makkah, where non-Muslims are prohibited to enter.  The majestic-looking Makkah Gate is decorated with various patterns and can get illuminated at night in many ways. The magnificent structure covers eight lanes of traffic, including a center highway divider. The sides of the stand have beautiful blue and green glass windows attached to the walls. Under the Makkah Gate structure, the Saudi government has planted palm trees between the four-lane incoming and outgoing roads to Makkah and Jeddah. An important clarification: Many visitors mix up this landmark with Bab-e-Makkah (Makkah Gate) built in the Fatimade era in the 14th century.",87,en,319518,,,,This imposing gate is the only remnant of the huge wall that used to surround Jiddah.,positive,Points of Interest & Landmarks
King Fahd Glorious Quran Printing Complex,5.0,Points of Interest & Landmarks,"Tabuk Trunk Road, Medina Saudi Arabia",24.52353,39.46706,https://www.tripadvisor.com/Attraction_Review-g298551-d9714512-Reviews-King_Fahd_Glorious_Quran_Printing_Complex-Medina_Al_Madinah_Province.html,5.0,جزى الله القائمين عليه ومن أتى بفكرته خيراً،  وجزى الملك فهد وقادة هذا البلد خير الجزاء على هذا الصرح العظيم.. فيه تتجلى كل معاني الاتقان والجودة وحُقّ له ذلك وهو يقوم على طباعة أنفس وأطهر كتاب على وجه البسيطة..,54,ar,9714512,http://www.qurancomplex.gov.sa,,,,positive,Points of Interest & Landmarks
Alrashid Mall,4.0,Shopping Malls,"Prince Mohammad Bin Nasser Rd, Jazan Saudi Arabia",16.92245,42.56552,https://www.tripadvisor.com/Attraction_Review-g1074315-d6909980-Reviews-Alrashid_Mall-Jazan_Jizan_Province.html,4.0,"The large, modern mall has pretty much everything you could want - a variety of shops, a food court offering a variety of cuisines and a multiplex to watch movies. The multi-story mall has beautiful fountains on the ground floor and is a great place to visit whether you want to buy high fashion or daily necessities.",59,en,6909980,http://www.oudelite.com,,,,positive,Shopping
King Abdulaziz Center for World Culture,5.0,Educational sites,"8386 Ring Road,, Dhahran Saudi Arabia",26.335714,50.119602,https://www.tripadvisor.com/Attraction_Review-g298548-d15042537-Reviews-King_Abdulaziz_Center_for_World_Culture-Dhahran_Eastern_Province.html,5.0,"t was definitely a fun experience as you can see through my pictures. What I really enjoyed comparing to European's museums is how clean everything was, no crowds, AC everywhere, nice modern design and I really liked the photography wall where you can pick what photos you wanna see and I didn't see it in any other museum. I wouldn't mind if there would be one exhibition focus more on KSA. Also if you would look for a marketing face, here I'm haha.
(ig: neumim_vymyslet_dobre_jmeno)",60,en,15042537,http://www.kingabdulazizcenter.com,,,,positive,Museums
Golden Belt Walk,4.0,Parks,"King Salman Bin Abdulaziz Road, Al Khobar Saudi Arabia",26.313286,50.192577,https://www.tripadvisor.com/Attraction_Review-g298545-d8752525-Reviews-Golden_Belt_Walk-Al_Khobar_Eastern_Province.html,4.0,مدينة جميلة على الخليج العربي ولها شاطئ نظيف ومميز وأسواق وطاعم وكافيهات وإطلالات  رائعة على البحر وشواطئ للسباحة والصيد وقضاء وقت ممتعمع الاهل والاصدقاء,53,ar,8752525,,,,,positive,Nature & Parks
Al Ghamama Mosque,5.0,Religious Sites,"Al Haram, Medina 42311 Saudi Arabia",24.465698,39.606907,https://www.tripadvisor.com/Attraction_Review-g298551-d11721733-Reviews-Masjid_Al_Ghamamah-Medina_Al_Madinah_Province.html,5.0,"my first time visit to this mosque, it's an amazing mosque also very close with mosque Nabawi. very unique and clean area. we can do prayer inside and very close with Mosque Ali.",53,en,11721733,,,,,positive,Religious Sites
